IDENTIFIER	GSM19023	GSM19024	GSM19025	GSM19026
DHRS7B	2322	2630.6	2974.6	2902.7
AIM1	1151.4	1111.9	748	457.8
DNA2	647.4	702.8	114	110.9
HOXB6	184.9	530.2	464	617.8
IFIH1	473.3	669.1	479.8	435
ARHGAP39	940	1033.6	1313.8	1429.4
S100A8	663	608.9	192.6	202.6
LSM14B	5890.3	5310.8	5506.3	4727.1
BCAS3	423.6	165.7	365.4	405.4
PTK2B	1477.6	1482.4	460.3	562
PRODH2	144.8	68.2	156.8	97.1
SPIC	174.9	131.8	32	16.5
EXOC8	485.1	654.8	684.4	640.8
ECE1	2351.4	2086.8	3051.2	2957.1
REV3L	2642.1	2407.4	1005.7	1193.3
HC	145.5	30.5	146.3	142.6
SLC39A6	1093.5	1040.4	234.5	274
DDIT4	3561.1	4153.4	3942.6	3906
DOCK2	612.2	519.2	159.2	175.3
PRAMEL4	66.5	17	52.8	37.2
SAA2	208.5	318.7	505.6	110.8
CYHR1	634.2	695.8	884.6	871.9
CYHR1	1896.3	1255.8	1879.7	1464.2
MNS1	572.5	552.1	220.1	238.6
ELOVL3	93.6	33.1	46.3	213.1
PRAMEL6	25.1	33.8	12.7	15.5
TBC1D15	358.2	549.8	555.7	460.7
BC053393	18.5	9.2	3.5	12.4
PAK4	493.7	876.1	639.8	607.7
ATE1	252.1	342.3	254.3	159.9
FICD	477.1	631	806.7	570.3
CDX1	126.7	89.8	15.3	34.3
ZFP787	404.1	312.1	460.7	359
SAMD10	509.1	726	550.4	884.6
CD4	3252.2	3194.8	698	904.7
ZFP808	829.9	706.3	342.6	390.6
ERCC5	758	697	1042.7	779.8
POPDC3	718.2	665	1407.1	1742.1
NYNRIN	133.1	260.3	417.1	532.2
IL1B	57.9	34	75.2	54.4
LY6H	345.2	118.7	88.9	166.1
SELPLG	7605.4	6824.8	1747.5	1848.8
UBXN11	527.9	522.3	450	461.7
WNT11	98.4	104.2	88	145
NAV1	325.6	204.6	323.1	419.9
CPXM1	191.6	231	353	211.9
NMB	547.9	537.4	271.9	325.2
TSPAN8	28.9	148.9	129.7	71.9
AA739246	45.1	166.1	32.2	99.1
ARID3A	57.9	214.7	26.7	189.5
CMTR2	331.6	517.4	319.5	298
GCGR	462.7	836.9	665.3	574.5
VWF	2302.4	1889.9	3960.2	3168.5
ACVR2A	1045	1361.2	1737.2	1506.2
PURA	2953.7	2161.8	2056.3	2095
NRK	49	16.9	15.7	163
PLCG2	312.5	439	215.2	149.7
SSBP2	6754.9	6147.8	3738.4	3671
DSC2	802.4	856.5	1352.8	1332.9
EMR1	62.9	70	239.6	289.3
PCGF5	826.9	581.4	1237.8	661.7
TNFRSF9	26.2	26.6	86.2	34.6
SLC6A12	33.9	250.9	175.9	242.1
PRR5	245.3	90.8	205.6	366.8
TSPO2	1564	1579	985	1827.6
WNT5B	167.9	193.4	235.2	93.8
TNFRSF21	312.3	434.7	729.3	625.7
CANT1	3557.2	3032.9	3488.1	2821.7
CELSR1	438.3	391.1	153.2	169.9
LOC100038957	534	505.9	168.3	88.7
CTLA2B	214.3	323.6	448.2	461
CES1G	51.9	31.9	38.5	21.3
VEGFA	716.5	786.3	1796.1	1946.4
MPP7	327.9	342.4	294.6	345.4
SGCD	146.6	174.8	261.2	225.3
LENG8	327.6	355.2	574.5	988.8
CDAN1	1394.8	1366.9	937.3	1005.4
HNRNPLL	3534.6	4309.7	1309.3	1524.6
PADI2	551.5	525	87.7	142.4
SLC35E4	103.9	283.2	588	422.7
TNFAIP8L1	1009.3	831.4	308.1	341.8
FANCG	286.2	253.6	46.1	139.2
ERO1LB	918.3	733.5	519	350.7
EOMES	47.5	29.7	33.1	41.7
HBB-BH1	119.4	143.1	98	185.1
HBB-B2	75070	73084.1	86643.5	88191.7
103535_AT	108	27.5	31	154.4
TMEFF2	71.1	81.2	30.7	52.7
EIF2AK3	314.4	439.4	261	204.8
TBX3	161.6	142.3	255.8	236.4
TEC	2608.1	2650.2	1682	1756.5
1810021B22RIK	418.8	472.2	649.2	732.7
TCTE2	63.1	148.4	337.3	213.5
TNKS1BP1	804	652.8	1346.5	1399.2
SEZ6L	214.8	129.2	78.7	218.3
PUS1	1234.5	1636.7	768.9	573
RAB26OS	452.4	361.2	219.3	122.4
FOSL2	297.3	320.9	401	495.6
SLC41A1	1217.8	1128.8	2081.5	1761.5
TAC2	54	127.6	37.2	58.9
NES	1092.3	1080.2	2015.3	2568.9
EDNRB	93.5	164.6	120.1	59.6
PLEKHA5	967.3	713.1	653.8	673.2
RABEP1	390.6	539.6	652.7	637.9
MCM10	559.5	406.6	204	32.4
ADAM19	714.4	973.1	827.3	571.6
CHMP4B	10652.5	11120.5	17730.2	13740
ANGPTL2	5559.1	5126.7	6790.2	7452.7
VPS37C	1048.8	1253.3	2125.8	2163.6
KRT31	156.2	153.8	278.1	231.5
PRKACA	1923	1927.8	4386.9	5692.3
LYSMD2	667	581	1286.5	1126
GM3579	2756	3244	839.3	858.3
RNF19B	977.3	911.5	988.3	1122.5
UVRAG	3028.7	1417.1	1257.7	1033.9
1810009A15RIK	1638.4	1830.5	1558.1	1203.9
FRYL	3051.6	2693.8	2610.7	2738.1
SRPX	365.8	320.1	318.5	113.9
SH3GLB1	757.7	707.1	818.5	793.1
C1QTNF3	12.7	55.8	5.3	66.4
LST1	841.5	1047.9	572.4	817.8
PIP5K1B	803.7	759.3	1510.6	1579
ABLIM1	2612	2466.8	3303.2	2651.3
NEFL	90.2	15.1	95.5	33.6
PFKFB3	21.5	85.3	100.4	46.6
TOM1	1971.1	2137	3993	3815.2
RAC2	8754.3	8705.9	2127.1	1822.2
GINM1	2833.4	4128.8	4366.2	3730.4
ACOT1	667	598.7	855.3	954.3
UBE2W	195.7	186.3	178.4	226
CMIP	8926.7	8544.8	3043.4	3661.5
SPAST	504.7	587.4	292.7	250.4
ADAM15	586.9	547.6	1182.1	921.7
KRT16	183.7	107.5	74.3	22.8
GGCX	180.3	262	216.7	225.5
TAF6	69.7	317.1	365.4	270.6
MAP2K5	1824.9	1934.4	1446	1395.2
NPPA	11513.5	9472.4	15137.1	13548.6
FBXL15	93.8	60.2	54.4	108.6
ZFP524	895.5	823.2	808.5	1289
DGKA	3307.9	2457.3	752.1	731.3
DCT	371.2	340.4	531.5	563
DHX9	2325.4	2236.3	707.5	898.1
MDM1	148	251.6	81.6	76.5
DMTN	384.6	145.4	350.2	230.2
PTRH1	419.6	388.2	294.4	315.7
DAO	191	335.9	260.4	347.7
EFTUD1	937.7	815	846.3	788.6
RGS19	29.9	27.2	57.5	29.1
RGS19	867.9	925	367.6	407.6
RGS19	1401.4	1282.7	616	1081.3
GPX7	186.8	178.6	393.8	346.7
FARS2	2322.4	2112.2	4448	3557.1
CRYGA	10.5	37.4	43.9	57.9
PDE4B	338.3	439.6	444.2	587.8
CD47	5179.4	5793.1	5275.1	4311.3
AQP2	41.5	95	93.1	110.4
ALDOART2	499.6	509.5	938.1	800.6
NFKB2	434.5	497.1	447.5	455.5
PYHIN1	42.8	87.6	9.2	16.4
COL11A2	78.1	66.9	63.9	82.5
CD55	175.3	316.8	336	253.3
CKMT2	38418	35130	66293.6	59046.6
CYB5B	1660.3	1699.7	1314.6	1355.4
SMN1	1844.2	1704.6	1819.6	1721.3
MLYCD	2290.4	2701.9	4434.1	6209.4
FBN2	84.2	144.9	185.4	33.9
URM1	284	95.2	500.2	426.7
AFG3L1	2166.6	1924.1	1749.6	1920.9
LEF1	9235.8	7960.9	2476.4	2545.5
LEF1	3978.8	3400.2	855.5	568.7
LARS	2766.3	2198.6	2711.5	3168.8
ZFP688	565.2	478.8	486.2	296.4
HMGB4	38.2	134.4	101.6	30.3
IRF9	1839.7	1640.2	1062.8	1640.3
TGDS	807.6	831.9	825.6	695.9
PNKD	2881.2	2627.2	3805.4	5188.5
NAGA	1985	2247.8	2197	2188.1
FNBP1	1059.4	1323.4	808.6	1050.2
IFIT2	616.5	732.1	278.7	367
FAM167B	155	18.8	33.3	34.1
G3BP1	7043	9499.2	7522.6	7943.5
ZDHHC16	1303.6	1377.8	1058.2	935.3
DPEP1	1101.9	918.7	2076.5	2027.4
DNAJB8	137.6	145.2	31.2	128.1
CRAT	6582.9	5045.1	14696.7	13405.8
GLB1	1169.1	995.3	941.4	956.2
TACSTD2	410.6	492.4	451.4	477.8
HAO2	3.3	3.8	25.5	53.3
VPS53	2122.1	2385.1	2351.8	2247.9
GTF2F2	2085.9	858.2	1577.7	351.6
MRAS	340.1	309.1	273.9	75.5
HMGN5	2788	3114.8	3028.4	1885.9
HDAC3	1732.6	1608.4	959.9	1279
LANCL1	1718.6	2196.8	1824.5	1161.5
MTF2	1692.2	2127.9	770.4	1078.1
MTF2	268.8	167.7	184.7	167.7
PEX11A	1069	803.7	1872.4	1882.8
NCF4	1028	748.9	376.4	463.4
POMGNT1	986	1120.3	1232.8	1906.2
CINP	655.6	798.4	782.5	711
ELOVL6	1092.6	875.9	453.3	345.4
HOXB5	232.4	132.4	188.2	145.1
ATP13A3	5497.7	4880.6	2941	2415.1
SUPT6	1286.9	1404.6	1512.4	1556.5
E330034G19RIK	672.4	707.7	673.6	854
CYP2A12	318.5	336.4	293.5	391.8
HTATIP2	258.6	210.1	308.6	379.9
PHF23	1860.7	1572.8	916.2	993.3
C2	725.5	396.6	479.7	620.2
EIF2S3Y	31.9	16.5	23.9	6.5
ROBO1	33.4	84.2	43.7	31.7
C1QTNF1	37.8	98.1	192.8	65.8
SBNO1	5751.5	4716.5	5808	5050.3
CDC23	52.6	197.3	83.8	91.2
SRPR	1180.9	1293.2	1001.8	1193.4
ATP6V0A2	4439.5	4148.1	4121.5	4014.7
URI1	421.7	547.7	303.3	363.1
DHODH	1239.7	1094.6	1445.6	1340.9
TEKT2	31.1	20	10.6	16.6
PAG1	4554.7	5359.1	774.4	862.3
MCOLN2	444.8	367.9	232.8	207.9
SOWAHA	22.8	20.9	73	7.6
ABCC3	568.5	1199.9	226.2	1143.1
LAT2	645.2	738.1	371.1	396.4
TRIM13	858.2	851.5	1029.6	964.7
EFNB3	3074.6	3019	6871.5	7642.5
TIRAP	232.8	191.3	235.1	129.5
NUP188	190.9	589.8	660.7	455.9
C330007P06RIK	6093.4	5780.1	5052.5	4787.3
C330007P06RIK	35.1	108	66.1	15.9
LIFR	2570.3	2305.6	1907.1	2033.6
FRAT2	694.9	940.8	308.5	376.4
FRAT2	494.6	350.2	305	302
SPICE1	846.8	702.3	751.6	1039.7
SLC22A30	26.1	7.5	45.1	10.7
SLC22A28	209.2	173.3	303.1	65.5
DDHD2	1174	1334.5	1213.1	1212.9
SFXN2	662.6	753.5	490.4	661.6
C3AR1	339.2	553.4	414.8	561.5
EIF1A	883.4	637.7	457.2	521.4
COL1A1	3555.3	3480.8	3194	3599.7
ZFP942	404.7	702.4	240.8	365.5
CASP9	382.7	275.5	518.7	255.2
R3HDM1	2477.8	2691.8	2095.8	1826.4
USP9X	4864.3	4181.3	5247	5261.6
IYD	56.6	92.4	97.4	117.4
SCIN	513.5	584.5	213.3	400.9
CEP350	1749	1741.8	1816.5	1402.5
WWP2	828.9	789.4	532.1	787.4
PCGF2	129.2	190.4	606	253.2
MSH5	35	72.7	54.9	90.9
REST	1203.9	1124.7	566.4	815.6
NPNT	270.4	370.4	258.3	228.3
IL13RA1	729.5	735.2	1503	1329.7
YIPF5	2611.1	2207.2	2497	1747.9
AGFG1	789.1	761.6	783.3	885.9
AA183875	239.2	179.3	188.8	131.8
LAMA1	183.4	195	160.5	260.2
COL22A1	34.7	6.6	17.8	15.3
TSC1	807.4	742.3	937.9	847.9
INPP5J	900.6	1148.3	2557.3	2702.4
TAOK3	494.4	620.3	432.3	387.7
AHI1	351.2	349.9	151.9	236.7
WNT6	57.7	155.4	102.7	47.1
SASH1	1083.4	707.9	1015.9	1396.9
GFPT2	967	902.7	1422.9	1715.1
BC037034	1255.1	1577.2	1470.8	1772.5
GLCE	801.7	846.7	773.6	1182.6
HOXD10	53.2	55.2	244.3	194.2
UNC5C	225	367.1	478.5	500.5
LIMCH1	1461.7	1589.7	3312.6	3469.1
SH3BGRL2	156.5	18.2	192.1	110.8
SNX13	379.5	702.4	553.8	590.1
SUZ12	1317.7	1415.9	387.9	331.7
CMIP	789.7	678.3	406.3	465
FAM83H	534.4	454.3	400.2	643.1
STRN	421.7	804.8	536.1	582
ZZZ3	3147.1	2355.6	1403.1	1344.5
UBE2D3	4375.9	3935.8	4887.9	5266.5
SH3D19	420.4	433.6	560.1	505.8
BC023829	1981	1789.2	1828.8	2421.4
HINFP	251.6	292	112.2	188.5
BST1	156.6	58	169.3	91.6
SETD6	679.8	771.2	1084.1	1071.5
TFCP2L1	275.7	237.5	151.3	218.3
GTF2F1	1390.8	1283	893.7	938.3
ASH1L	3981.3	2440.2	2277.6	1785.9
ZBTB48	206.8	236.7	206.3	321.2
SEMA5A	52.2	99.2	37.3	73.4
RRM2B	716.8	1098.1	1170.5	1715
CCDC86	236.3	69.3	86.3	100.4
IL1RAP	68.9	6.5	11.6	89.7
2310014L17RIK	167.6	257.9	221.6	210.8
RNF208	923.7	1213.3	1315.2	1360
UHRF1BP1	699.1	624.1	864.9	844.8
ANKHD1	501.9	463.8	544.5	601.8
B4GALNT2	99.8	18.9	114.6	33.1
C76336	83.4	30.7	37.4	55.3
MKL1	1261.2	1278.9	764.9	764
1700021F05RIK	903.3	1400.5	2029.9	2005.2
STX4A	4296.8	3043.6	3718.6	3474.8
CLCNKA	510.2	422.7	439.1	439.7
XPR1	3311.1	4231.8	1823.3	2804.9
GEMIN5	206.2	193.8	107.8	223.6
SEPSECS	242	256.2	290.6	246.2
KCNA1	47.3	52.8	185	64.7
BRD4	1882.1	1755.1	1372.9	1530.7
ALG3	1223.5	1513.8	1317.6	1925.1
NAA15	825	786.9	584.9	376.6
RAB35	108.2	90.4	46.4	114.3
MVP	1285.8	1172.3	976.1	1413.5
TIMD2	114.3	13.9	30.9	86
TIMD2	70.7	79.2	253.6	245
APAF1	1053.8	1168.7	534.1	489.8
CDC7	596.3	864	130.8	91.5
MTMR9	462.9	375.7	289.2	297.5
ABCC5	1298.1	1133.5	1280.1	1383
LOC100048268	1289.5	1179.5	1403.4	1924.1
PADI3	192.7	128.9	136.5	86.1
RECK	565	674.4	720	902.1
NBN	540.4	530.9	626.2	610.4
LRP5	115	57.4	573.4	493.4
WIZ	1091.7	1055.1	1222.4	1404.7
GOLGA5	1243.5	1188.4	1093.8	1112
DYNC1I1	949.2	1494.9	1107.7	1291
TRP63	648.5	457.5	278	429.3
INVS	551.6	726.1	446.1	599.4
CLCA1	338.5	228.1	149.2	278.1
SH3YL1	14.6	59	76.3	17.2
PEX11B	1695.1	1351.1	1836.2	1534.5
PEX11B	599.5	791.4	778.5	987.3
F11R	2918.6	3150.5	3772.2	4345.3
CRTAP	1890	2068	4055.4	3660
SLC7A7	567.6	644.2	441.2	636.4
SHD	239	150.7	314.5	202.4
CDC6	1772.5	1709.7	232.9	202.1
CLASRP	110.1	131.9	227.6	68.1
TOP3B	1031.9	887.9	779.9	1021.3
WFS1	1974.7	2036	5876	6120
RPS6KB2	581.1	803.2	715.5	467.9
ZBTB7A	245.7	139.6	475.5	390.8
VPS52	687.7	830.6	1494.7	1266.9
HERC2	416.6	480.4	421.5	388.4
SNAI1	33.7	56.8	386.3	333.6
MKLN1	186.3	207	175.7	62.3
TFIP11	282.9	315	313.2	239.1
HIPK2	643.2	742.5	2388.9	2169.3
HPCAL1	4627.9	4229.1	3843	3373.6
WBP4	1028.6	1036.1	941.3	848.1
CASP14	169.5	176.4	120.7	143.4
SYPL2	324.3	411.4	92.7	240.6
SPHK1	39.4	35.8	19.6	29.5
RAD17	836.8	700.3	646	638.9
ZFP64	396.8	379.4	312.4	202.9
DDX3Y	17.4	4.4	6.8	4.5
GNAO1	1250.1	1313.8	2119.8	1987.6
GNAO1	19.8	33.7	37.9	39.6
SLC31A1	1091.7	1119.6	1055.3	1113.1
LGALS7	761.8	711.3	55	85.9
GM20815	12	12.8	67.5	64.9
CRKL	1063.3	1495.5	1097.3	1203.4
CRKL	190.1	213.1	271.6	144.7
LOXL1	191	310.3	347.5	538
TTC33	1662.6	2402.9	1713.4	2203.1
GRWD1	415.1	473.6	485.9	424.7
ARL2	1444.4	1357.7	2244.7	2744.4
PLEC	1527.6	4174	1357.1	3156.2
ERAL1	1872.7	1802.3	2039.9	2083.2
ERAL1	666.3	802.3	1166.1	948
UBFD1	51.4	21.7	14.4	31.1
UBFD1	1919.4	1628.3	1933.1	1533.7
UBFD1	1457.3	1479.9	1178.6	1295.6
SFT2D1	6004.7	4545.7	3215.8	4582.2
GM3286	93.3	69.1	61.9	27.8
PIK3CD	936.9	711.1	112.8	74.4
2210409E12RIK	440.7	260.3	423.2	273.2
NUFIP1	236.8	127.3	131.2	125.3
THBS3	366.3	311.8	488.8	521.3
SEC23IP	967.6	856.9	772.7	874.4
STAU1	33.5	123.8	203	148.8
CCDC90B	3163.3	3595.7	4725	5164.3
CCDC90B	118.9	227.1	233.4	209.9
NGRN	1635.8	1723.3	1816.1	2030.1
UTP3	3075.6	2904	2172.7	1959.7
SLC35C2	664.2	776.9	759.2	856.6
AP3B1	3943	3739.9	2743.6	3440.5
FOXRED1	1411.8	1897.2	2649.5	3054.7
PPA2	2740.2	2525	4892	3800
CPN1	37	45.9	31.2	55.2
GPN3	765.4	1033.7	894.8	881.3
PRPF31	1269.8	962.7	591	637.6
REEP5	5566.5	3865.6	9510.5	9372.1
S100A9	440.6	379.5	120.1	226
RBPMS	3660.4	3774.3	10272.6	10646.3
TBL1XR1	2326.7	1978.1	1466.9	1891.4
UNC45A	1119.2	1278.3	1121.6	972.6
ELL2	2736.5	3486.3	3139.7	3619.8
ELL2	363.1	579.6	386.4	377
FBXO38	2332.7	2738.8	1845.9	1988.8
SHKBP1	2612.2	2711.6	1717.1	3481.7
AW549877	1196.1	1198.7	1378.7	1594.2
IGFBP1	78.2	10.2	25.3	136.7
IGFBP1	72.9	62.7	190.7	157.3
ATP11A	2130.6	2451.8	3848	3516.9
AGAP3	989.6	457.6	796.9	753.7
TBC1D23	692.6	658	627	775.5
DNAJC11	717.1	1009	1354.8	854.9
IGFBP6	2324.1	2293.4	4963.2	3802.9
CAR12	403.8	219.1	361.2	228.2
NEDD4L	2098.6	1962	2186.1	3314.7
NEDD4L	1030.6	1052.4	1331	1676.3
SDCCAG3	1397.2	1054.5	1060.3	995.3
CCS	883.6	866.4	710.5	909.8
TAF10	2935.8	4040.2	3052.9	3887.8
SUMF1	339.6	369.3	395.6	492.4
PPP2R1B	541.9	566	110.4	412.2
SEC61A2	839.7	857.5	1506.4	1146.5
PCYT2	2564.7	2203.3	3328.5	2804.3
TMEM159	567.3	770.7	1291.9	1087.4
SLC15A2	289.2	190.3	485.5	293.8
CYB5R1	552	713.4	781.9	859.8
CYB5R1	704.6	632.3	814.2	969.3
GPR137B	571.1	343.3	296.3	384.8
AGPAT5	2631.8	2163.9	2289.8	2411.2
MLLT3	1493.7	1390.9	938.4	888
EIF4G1	1380.6	1296.3	1689.5	1996.8
ZFP568	637.8	735.6	1292.3	1004.8
SGOL1	191.7	274.4	121.9	57.2
N4BP1	744.9	979.1	843.8	1134.6
GPR162	782.5	1059.6	625.6	466.3
DCAF13	2540.2	2454	1588	1361
SIAE	407.2	411.2	381.6	425.3
SLC6A13	798.5	660.6	530.7	647.6
ATP2A3	6950.6	5307.1	2686.1	2517.2
HIBCH	817.8	961.5	1146	1082.5
SPTA1	8.5	17.3	35	38.7
GUCY2C	79.4	68.2	124.6	88.9
PPFIA4	112.2	83.7	63	94.2
RAD51B	338	398.3	308.7	261.3
CFC1	165.8	179.2	150.6	111.9
PSTPIP1	951	665.7	372.1	472
PPP6C	1832.5	1947.1	2370.5	2520
TLX3	290.5	263.1	165.7	415.3
IHH	217.2	273.5	213.8	315.8
AQR	42.4	97.7	146.9	32.9
HOXB9	16	37.3	33.2	34.6
SEC22B	844.7	938.1	726	570.5
REG3A	48.5	112.6	66.5	173
CRYL1	877.3	761	537.3	514.5
CEP131	116	116.9	125.4	120.6
TFRC	394.2	463.4	196.1	257
TFRC	5050.3	6079	6160.3	4871.5
PHF13	356.1	462.9	387.2	355.7
RUNDC3A	374.9	620.6	521.4	579.3
DNTT	19689.3	21985.6	2765.5	3161.8
DNTT	4992.5	6864.8	530.5	506.7
IIGP1	1592.6	1557.6	1889	2006.9
ESRRA	3106.6	2533.6	4830.5	5777.1
ENTPD6	799.4	685.3	495	761.2
MID2	79.2	80.4	171.4	163.9
MID2	121.4	116.5	112.9	11.3
KMT2E	5830.7	6300.9	5804.1	4749.1
ARID3B	1502.4	1050.9	418.2	427.8
P2RX1	713.5	1271.5	660.4	774.3
KCNJ1	18.1	16.9	19.7	29.1
KCNJ1	87	138.4	147.7	130.6
TMPRSS2	148.6	99.7	102.4	227.7
GREM2	120.2	18.2	22.4	31.6
AI158159	111.8	101	91.2	43.1
F10	160.1	118.6	111.7	126.4
ZC3H11A	832.9	765.3	693	847.5
EPHA2	97.6	139.3	119	68.8
ZRSR2	397.2	322.4	311.4	297.8
ADH4	130.6	115.7	14.8	28.5
ADH4	74.2	71.5	41.5	164.1
PKHD1	2.1	2.8	3	4.1
MAP4K2	170.3	274.8	90.1	43.4
INHBC	390.8	581.2	595.3	576.9
MOG	15.1	24.4	14.7	55.7
ATG2A	2252.8	1483.9	2476.3	2412.1
PRDM5	250.8	348	591.9	524.4
FOSB	678.7	775.4	618.5	924.8
ALPPL2	271.1	281.2	433.8	272.1
KHDC1C	111.7	113	129.9	48.7
SPSB2	266.6	88.5	118.2	270.6
AGO2	1735	1157	1155.2	1456.7
FGFBP1	98.9	23.6	35.2	143.9
EPOR	73.1	92.8	263.3	623.8
KIF16B	747.4	1009	1124	1255.8
CLEC16A	1052.8	1426	1524.3	1599.5
CES2G	735.7	553.9	931.1	610.6
RFC5	286.1	310.4	318.2	185.2
ZFP275	981.2	807.1	777.7	811.7
PHKA2	266.7	378.8	393.2	245.3
GOLIM4	577.5	468.7	654.4	425.4
CCDC24	436.9	291.8	317.9	472.3
EPS15	525.7	570.9	359.1	292.8
SLC25A15	1034.8	985.1	1382.4	1276
SPDEF	25	41.1	71.4	59.3
ZKSCAN14	1296.1	1635.1	1409.4	1528.4
AOX1	578.6	568.5	1622.5	1570.1
GNRHR	2.1	5.5	14.1	8.4
GNRHR	20.6	15.4	23.4	33.8
HFE	581.9	688.4	972.7	727.1
METAP1	2994.4	2437.7	3049.7	3534.8
GJB5	303.6	323.9	257.7	189.7
ACSL4	128.2	130.1	138.1	82.4
LCT	93.1	75.8	38.7	117.6
UBL4	986.9	1661.4	2648.4	2919.9
RAP2B	735.8	559.8	676.6	529.4
HOXA11	68.6	28.2	298.4	81.5
MPHOSPH10	517.6	521.7	636	645.5
AF251705	752.2	637.3	490.3	483.6
CYP3A25	45.5	6.9	20.2	50.8
THOP1	514.2	475.8	612.2	546.5
CLGN	63.6	127.2	192.2	156.3
PTCH1	748.3	1398.8	558.7	751
PTCH1	355.1	522	406.8	556
MAST3	1237.3	918	163.4	140.5
CTAGE5	5558.9	6083.4	4919.8	5223.9
AI464131	489.9	440.7	591	495.3
MAU2	1043.5	1043.2	801.9	1177.4
DPP7	572	591.7	574.6	529.5
RWDD4A	350.7	628.2	421.2	444.2
4933434E20RIK	5562.2	4577.7	5964.3	5828.9
PRPS1L3	228	192.4	19.7	28.6
DDRGK1	147.9	154.4	158.5	120.1
UBR4	5718.5	5502.6	5905.8	7026.3
SLC35B2	1337	1268.2	1042.2	1161.8
ZGLP1	1007.3	1590.3	2051.3	2403
TSPYL4	1766.4	1912.8	1801.6	1564.5
ARIH1	3468.5	9026.2	6641.3	6642
MAPK8	1885.1	1895.4	1860.9	2453.8
CARS	839	485.8	524.4	511.1
RNF6	376.3	526.6	548	832.5
ZFR	3530	3535.8	5346.7	5387.8
TIPRL	3435.3	3013.1	2671	2455.3
TRIO	896.6	1097.4	1328.1	1444.2
CCDC50	14.1	21.4	46.9	50.3
CCDC50	1617.1	1655	1322.6	1363.5
GRPEL1	2454.9	2449	2073.2	2850.8
PPP1R21	3715.7	3514.4	3011.3	2594.6
CHD8	1994.7	1670.4	1042.2	1152.6
ZCRB1	1318	1576.1	1988.7	1881
TOM1L1	603.3	678.9	612.9	716.8
SLC9A3R2	582	619.4	902.4	1142
EDEM1	898.4	1202.7	140.1	229.7
PKDCC	616	750.3	1149.9	1400.1
TUBGCP3	971.4	956.3	734.4	832.2
STRN4	526.9	471.8	903	1089.2
SPATS2	3269.5	3633.1	3780.9	4187
KAT2B	5118.2	5329.9	6472.7	6188.6
TNPO2	3543.8	3538.6	2199.6	3026.5
APCS	113.6	82.4	89.2	78.2
CELF1	120.5	112.9	31.4	36.6
MAP3K3	1337.5	1292.6	1202.1	1295.2
SMIM11	2397.2	2043.9	2836.9	3005.8
LAGE3	1718.6	1519.6	1237.3	1111.6
LAGE3	1465.1	1096.2	1099.5	865.2
DYRK1A	2389.6	4554.8	2199.4	2551
PDAP1	2156.2	2110.4	1886.1	2363.7
RAB12	4355.1	3721.9	9070.3	7370.8
CDH5	3146.7	3041.3	6501	6954.1
HSPB11	1354.4	1121	749.1	1010.6
DMGDH	61.6	138.1	122	67.1
ANAPC16	1153.8	1400.9	1427.6	1168.9
BNIP1	1664.5	1630.7	1724.4	1894.7
SNHG5	554.2	473.1	279.8	76.6
CDC23	939.5	998	750.3	683
TSPAN9	2355.5	1647.4	3294	3046.2
USP48	1758.4	1785.4	1478.5	1190.6
LSP1	4081.5	5238.8	1768	2249.7
PDLIM4	422.6	513.5	381.6	462.2
AU040320	2379.2	2261.4	2901.9	3305.2
ORC4	1625	1853.8	1119.6	1376
BUB1	541.3	679.8	110.7	34
PXMP2	5586.8	4314.6	10550.2	9564.5
PGLYRP1	486.6	579.7	506.2	594.7
PTRF	7770.4	6441.9	10413.5	9780.7
SLC9A8	1028.2	1616.9	1968.2	2216.6
HTRA2	933.7	879.6	1611	1449.5
ATAD3A	68.4	29.3	66.7	42.4
104104_AT	16	12.2	11.1	25.7
XPO6	3541.7	2502.5	2190.4	1506.5
SBNO1	1199	1125.3	704.2	821.4
DENND5A	1894.8	1918.4	3649.2	2470.8
FBXO21	856.3	1072.8	1443.3	1183.9
GATAD2A	2990.5	2663.6	2986.8	2242.3
RAB21	2187.1	2054.8	1954.6	2410.6
EDEM3	1266.9	1377.6	1056	1299.9
PSME4	4033.7	4992	7856.2	6015.8
STBD1	265.6	480.9	294.8	146.8
WDR20	935.8	1015.9	572	847.8
ARMC10	1541.1	1683.5	1091.6	1286.9
FAM13B	1133.9	1210.1	735.2	626.7
DPCD	1623.3	2016.5	1354.9	1705.8
JUP	1713.4	1874.4	5569.7	6274.8
MROH1	1662.4	1667.3	1862.3	1697.6
FCHO1	1130.3	907.7	224.9	135.4
BLVRA	1347.9	1773.1	1186.4	618.5
RLIM	1709.6	1287.6	1023.9	981.4
CSTF2T	1847.5	1851.3	1927.4	1866
MFSD5	1555.1	1542.7	1825.1	1716.6
CYP4F13	218.9	434.6	236	208.2
TPRA1	279.7	317	356.4	409.2
EMC8	1329.9	1316.6	670.3	938.7
GDAP2	1376.5	1015.5	1085.1	755.6
ARL3	2362.1	2179.6	3475.2	2742.9
DLGAP4	500.4	468.1	857.8	917.8
ABCA2	744.7	892.8	1961.3	1601.9
PAFAH2	293.1	290.3	364.4	398.6
P4HA1	866.6	697	1287.4	1670.7
NOMO1	9560.4	9992.2	14434	13642.6
DESI1	3438.1	3446.4	1846	1579.1
INTS8	508.6	585.5	435.9	381.9
COPZ2	2002.7	2110.4	2938.9	2744.7
GTPBP2	1514	2182	2055.2	1969.9
